insight_type,target_key,week_start,count,mu_nb2,pi_low_nb2,pi_high_nb2,is_anom_nb2,mu_pois,pi_low_pois,pi_high_pois,is_anom_pois,stl_resid,is_anom_stl,prophet_yhat,prophet_yhat_lower,prophet_yhat_upper,is_anom_prophet,is_anom_iforest,z_roll,is_anom_roll,consensus_count,nb2_norm_dist,pois_norm_dist,sum_norm_dist,ensemble_is_anom
behavior,SEG-43852,2024-09-03,1,2.365405758505508,-1.1345942414944918,5.865405758505508,False,2.3656657317481935,-1.1343342682518065,5.8656657317481935,False,0.0,False,0.8229009505003746,-0.7244350467870422,2.3919601880986074,False,False,-1.341640786499874,False,0,0.19505796550078688,0.19509510453545623,1.7317938565361173,False
behavior,SEG-43852,2024-09-10,2,2.4826844264384778,-1.0173155735615222,5.982684426438478,False,2.482920395483459,-1.0170796045165411,5.982920395483459,False,8.881784197001252e-16,False,2.684050638874914,1.2860940371611087,4.189403418638071,False,False,-0.5883484054145522,False,0,0.06895491806263968,0.06898862792620841,0.7262919514034003,False
behavior,SEG-43852,2024-09-17,4,2.599781388476846,-1.400218611523154,6.5997813884768455,False,2.5999908204567173,-1.4000091795432827,6.599990820456718,False,4.440892098500626e-16,False,3.3295717602714756,1.9050495505770375,4.77864731592189,False,False,1.5666989036012808,False,0,0.17502732644039426,0.17500114744291034,1.9167273774845854,False
behavior,SEG-43852,2024-09-24,3,2.7142719681297733,-1.2857280318702267,6.714271968129774,False,2.71445269282575,-1.2855473071742498,6.71445269282575,False,0.0,False,2.9621079133805246,1.4801856071957276,4.440738808907896,False,False,0.27735009811261446,False,0,0.03571600398377833,0.035693413396781226,0.348759515493174,False
behavior,SEG-43852,2024-10-01,3,2.823526272051789,-1.1764737279482111,6.823526272051788,False,2.823676644811358,-1.176323355188642,6.823676644811358,False,-4.440892098500626e-16,False,2.6818948407638117,1.117520609090753,4.147124856453684,False,False,-0.14586499149789456,False,0,0.022059215993526393,0.022040419398580258,0.1899646268900012,False
behavior,SEG-43852,2024-10-08,2,2.9247986689864005,-1.0752013310135995,6.9247986689864005,False,2.924917721006701,-1.0750822789932988,6.924917721006701,False,8.881784197001252e-16,False,3.2476590319765584,1.8081768652371968,4.733445340531438,False,False,-0.8723567442899587,False,0,0.11559983362330006,0.11561471512583765,1.1035712930390964,False
behavior,SEG-43852,2024-10-15,4,3.0153398795260515,-0.9846601204739485,7.015339879526051,False,3.0154274407306363,-0.9845725592693637,7.015427440730637,False,4.440892098500626e-16,False,4.208515631434383,2.697575730440425,5.549988544438221,False,False,0.46056618647183833,False,0,0.12308251505924356,0.12307156990867046,0.7067202714397524,False
behavior,SEG-43852,2024-10-22,7,3.09252553259681,-0.90747446740319,7.0925255325968095,False,3.092582312964757,-0.9074176870352431,7.0925823129647565,False,0.0,False,4.40583361437783,2.8945484792031246,5.937783954261823,True,True,2.171240593367238,False,2,0.48843430842539876,0.4884272108794054,3.148102112672042,True
behavior,SEG-43852,2024-10-29,2,3.15399225718909,-1.3460077428109098,7.65399225718909,False,3.1540198750090425,-1.3459801249909575,7.654019875009043,False,0.0,False,3.3083302730516913,1.7937301061187714,4.773592078152139,False,False,-0.46056618647183833,False,0,0.1282213619098989,0.12822443055656027,0.7170119789382975,False
behavior,SEG-43852,2024-11-05,0,3.1977703231515306,-1.3022296768484694,7.697770323151531,False,3.197771273171908,-1.3022287268280919,7.697771273171908,False,4.440892098500626e-16,False,1.698065008702514,0.28439260089074836,3.214229788360641,True,False,-1.5132888984074688,False,1,0.3553078136835034,0.3553079192413231,2.2239046313322954,False
