insight_type,target_key,week_start,count,mu_nb2,pi_low_nb2,pi_high_nb2,is_anom_nb2,mu_pois,pi_low_pois,pi_high_pois,is_anom_pois,stl_resid,is_anom_stl,prophet_yhat,prophet_yhat_lower,prophet_yhat_upper,is_anom_prophet,is_anom_iforest,z_roll,is_anom_roll,consensus_count,nb2_norm_dist,pois_norm_dist,sum_norm_dist,ensemble_is_anom
quality,SEG-88811,2024-09-03,1,2.002487645687761,-0.9975123543122391,5.002487645687761,False,2.0024246673172135,-0.9975753326827865,5.0024246673172135,False,6.661338147750939e-16,False,1.2823689569560217,0.24094788948865747,2.3463361223915995,False,False,-1.0,False,0,0.1670812742812935,0.16707077788620225,1.3341520521674957,False
quality,SEG-88811,2024-09-10,3,1.9461187623530576,-1.0538812376469424,4.946118762353057,False,1.946066449648571,-1.053933550351429,4.946066449648571,False,0.0,False,2.452475477803091,1.3918329550961923,3.5186426313894166,False,False,0.8164965809277259,False,0,0.17564687294115708,0.17565559172523817,1.1677990455941212,False
quality,SEG-88811,2024-09-17,3,1.8934449766122534,-1.1065550233877466,4.893444976612253,False,1.8934025090195596,-1.1065974909804404,4.89340250901956,False,4.440892098500626e-16,False,2.773428736250556,1.8094423012347753,3.9017432685886635,False,False,1.0,False,0,0.1844258372312911,0.18443291516340674,1.3688587523946978,False
quality,SEG-88811,2024-09-24,1,1.8446670053502636,-1.1553329946497364,4.844667005350264,False,1.8446335479569123,-1.1553664520430877,4.844633547956912,False,1.1102230246251565e-15,True,2.379395541023622,1.3491469538440628,3.454556436046507,True,False,-0.8660254037844387,False,2,0.14077783422504395,0.1407722579928187,1.1475754960023012,True
quality,SEG-88811,2024-10-01,3,1.7999266701759689,-1.2000733298240311,4.799926670175969,False,1.7999013871461353,-1.2000986128538647,4.799901387146136,False,6.661338147750939e-16,False,1.7635710854484854,0.6623028226483966,2.979775501756049,True,False,1.2909944487358056,False,1,0.20001222163733853,0.2000164354756441,1.6910231058487883,False
quality,SEG-88811,2024-10-08,1,1.7593125208673848,-1.2406874791326152,4.759312520867384,False,1.7592945861779585,-1.2407054138220415,4.759294586177958,False,0.0,False,1.3055266090185906,0.32553189815192446,2.308053399501617,False,False,-0.7745966692414834,False,0,0.12655208681123079,0.1265490976963264,1.0276978537490407,False
quality,SEG-88811,2024-10-15,1,1.7228655036404936,-1.2771344963595064,4.722865503640493,False,1.7228541092656882,-1.2771458907343118,4.722854109265688,False,0.0,False,1.0378296241562583,0.014258185890973179,2.1312801860195005,False,False,-0.3779644730092272,False,0,0.12047758394008228,0.12047568487761469,0.6189177418269242,False
quality,SEG-88811,2024-10-22,1,1.6905843659588837,-1.3094156340411163,4.690584365958884,False,1.6905787277490405,-1.3094212722509595,4.69057872774904,False,0.0,False,0.8764331235143887,-0.14658598113740157,1.9879579268951937,False,False,-0.4082482904638631,False,0,0.11509739432648063,0.11509645462484008,0.6384421394151838,False
quality,SEG-88811,2024-10-29,1,1.6624305594793816,-1.3375694405206184,4.662430559479382,False,1.6624299210478046,-1.3375700789521954,4.662429921047805,False,-2.220446049250313e-16,False,0.9195890780347092,-0.17647759325224338,2.0277843780924383,False,False,-0.5129891760425771,False,0,0.1104050932465636,0.11040498684130078,0.7337992561304415,False
quality,SEG-88811,2024-11-05,0,1.6383324712425513,-1.3616675287574487,4.638332471242551,False,1.638336106216024,-1.361663893783976,4.638336106216024,False,2.220446049250313e-16,False,1.338906202475033,0.2754086241200219,2.3859754310414436,True,False,-1.237596691018626,False,1,0.27305541187375854,0.2730560177026707,1.7837081205950551,False
quality,SEG-88811,2024-11-12,4,1.6181888776198126,-1.3818111223801874,4.618188877619812,False,1.6181960906284572,-1.3818039093715428,4.618196090628457,False,-2.220446049250313e-16,False,1.9896717670502402,0.8749260413800292,3.0280758221813726,True,True,2.36268459194465,False,2,0.39696852039669794,0.3969673182285905,3.156620430569938,True
quality,SEG-88811,2024-11-19,2,1.601871574391284,-1.398128425608716,4.601871574391284,False,1.6018817011761692,-1.3981182988238308,4.601881701176169,False,0.0,False,2.350139015269235,1.2949110070386853,3.4262008804897732,False,False,0.30779350562554625,False,0,0.06635473760145268,0.06635304980397179,0.44050129303097074,False
quality,SEG-88811,2024-11-26,1,1.5892271892478957,-1.4107728107521043,4.589227189247896,False,1.5892395962542425,-1.4107604037457575,4.5892395962542425,False,2.220446049250313e-16,False,2.042091515150322,0.9826708111172785,3.11478438662043,False,False,-0.5129891760425771,False,0,0.09820453154131596,0.09820659937570708,0.7094003069596002,False
quality,SEG-88811,2024-12-03,1,1.5800782302712577,-1.4199217697287423,4.5800782302712575,False,1.5800923140742205,-1.4199076859257795,4.5800923140742205,False,0.0,False,1.3703619331033363,0.38549110820658433,2.4493052142752645,False,False,-0.6255432421712244,False,0,0.09667970504520962,0.09668205234570341,0.8189049995621374,False
quality,SEG-88811,2024-12-10,3,1.574223466162671,-1.425776533837329,4.574223466162671,False,1.5742386530435286,-1.4257613469564714,4.574238653043529,False,0.0,False,1.1297006831733463,0.055049907071476514,2.1515298061805095,True,False,0.8307471607356973,False,1,0.2376294223062215,0.2376268911594119,1.3060034742013307,False
quality,SEG-88811,2024-12-17,1,1.5714377717892405,-1.4285622282107595,4.57143777178924,False,1.5714535177432796,-1.4285464822567204,4.571453517743279,False,0.0,False,1.7421702816680726,0.7073621655565902,2.864912053496646,False,False,-1.1547005383792517,False,0,0.09523962863154008,0.09524225295721327,1.3451824199680051,False
quality,SEG-88811,2024-12-24,2,1.571471606326276,-1.428528393673724,4.571471606326276,False,1.57148739773977,-1.42851260226023,4.57148739773977,False,-4.440892098500626e-16,False,2.677727206463382,1.6548801561693602,3.783039357345317,False,False,0.22941573387056174,False,0,0.07142139894562068,0.07141876704337165,0.3722558998595541,False
quality,SEG-88811,2024-12-31,3,1.5740503207264434,-1.4259496792735566,4.574050320726443,False,1.5740656759083533,-1.4259343240916467,4.574065675908353,False,2.220446049250313e-16,False,2.9171453076306237,1.8354794239935024,3.9934685933858085,False,False,1.1285761872936695,False,0,0.2376582798789261,0.2376557206819411,1.6038901878545366,False
quality,SEG-88811,2025-01-07,3,1.5788735156040166,-1.4211264843959834,4.578873515604016,False,1.5788879872975172,-1.4211120127024828,4.5788879872975174,False,4.440892098500626e-16,False,2.0444951631600343,0.9521278621008344,3.0821054092240407,False,False,1.0425720702853738,False,0,0.23685441406599725,0.23685200211708046,1.5162784864684515,False
quality,SEG-88811,2025-01-14,0,1.5856146883416444,-1.4143853116583556,4.585614688341645,False,1.5856278672707738,-1.4143721327292262,4.585627867270774,False,4.440892098500626e-16,False,0.7637103855357315,-0.2614140655555955,1.8080076149265154,False,False,-1.3416407864998738,False,0,0.2642691147236074,0.26427131121179565,1.870181212435277,False
quality,SEG-88811,2025-01-21,0,1.5939214171083846,-1.4060785828916154,4.593921417108385,False,1.5939329365360424,-1.4060670634639576,4.593932936536042,False,2.220446049250313e-16,False,0.21991056458010183,-0.8600393972461593,1.2273246843496584,False,False,-1.462614271203831,False,0,0.2656535695180641,0.26565548942267375,1.993923330144569,False
quality,SEG-88811,2025-01-28,2,1.603416326852253,-1.396583673147747,4.603416326852253,False,1.6034258680387357,-1.3965741319612643,4.603425868038736,False,4.440892098500626e-16,False,0.8456529432948183,-0.21661810085942323,1.9486812196019019,True,False,0.09166984970282113,False,1,0.06609727885795784,0.06609568866021072,0.2238628172209897,False
quality,SEG-88811,2025-02-04,1,1.6136990653736598,-1.3863009346263402,4.61369906537366,False,1.6137063637326652,-1.3862936362673348,4.613706363732665,False,2.220446049250313e-16,False,1.985335091023189,0.9339497099298406,3.092951159594802,False,False,-0.5773502691896257,False,0,0.10228317756227663,0.1022843939554442,0.7819178407073466,False
quality,SEG-88811,2025-02-11,2,1.6243494837544323,-1.3756505162455677,4.6243494837544326,False,1.6243543354106067,-1.3756456645893933,4.624354335410606,False,2.220446049250313e-16,False,2.650155875503514,1.5978869404021998,3.7172829441902477,False,False,0.4745789978762495,False,0,0.06260841937426127,0.06260761076489889,0.5997950280154096,False
quality,SEG-88811,2025-02-18,4,1.634932162978109,-1.365067837021891,4.634932162978109,False,1.6349344313431358,-1.3650655686568642,4.634934431343136,False,2.220446049250313e-16,False,2.4929154990907882,1.3413517918659523,3.4412869919989095,True,True,1.9493588689617927,False,2,0.3941779728369818,0.39417759477614406,2.7377144365749184,True
quality,SEG-88811,2025-02-25,2,1.6450023571767647,-1.3549976428232353,4.6450023571767645,False,1.6450019790876282,-1.3549980209123718,4.6450019790876285,False,2.220446049250313e-16,False,1.9434431233350118,0.8476241288050673,3.040528940667227,False,False,0.22941573387056174,False,0,0.05916627380387255,0.059166336818728626,0.34774834449316294,False
quality,SEG-88811,2025-03-04,0,1.6541133351273205,-1.3458866648726795,4.65411333512732,False,1.6541103260395895,-1.3458896739604105,4.654110326039589,False,0.0,False,1.5166893986696062,0.44512617436937185,2.6518664789734103,True,False,-1.4626142712038308,False,1,0.2756855558545534,0.27568505433993157,2.013984881398316,False
quality,SEG-88811,2025-03-11,2,1.6618249992324465,-1.3381750007675535,4.661824999232446,False,1.6618194569420002,-1.3381805430579998,4.661819456942,False,-4.440892098500626e-16,False,1.2470392663547771,0.15429426184813474,2.328442807449487,False,False,0.40824829046386296,False,0,0.056362500127925576,0.05636342384299997,0.5209742144347885,False
quality,SEG-88811,2025-03-18,1,1.6677135515153614,-1.3322864484846386,4.667713551515361,False,1.667705657901508,-1.332294342098492,4.667705657901508,False,0.0,False,0.9000937540699718,-0.0944980569086408,2.0263603538062878,False,False,-0.3077935056255462,False,0,0.11128559191922689,0.111284276316918,0.5303633738616911,False
quality,SEG-88811,2025-03-25,1,1.6713818676077243,-1.3286181323922757,4.671381867607725,False,1.6713718879540997,-1.3286281120459003,4.6713718879541,False,-4.440892098500626e-16,False,0.5386431565254728,-0.5147498885745316,1.5822292366781625,False,False,-0.1601281538050871,False,0,0.11189697793462072,0.11189531465901663,0.38392044639872447,False
quality,SEG-88811,2025-04-01,0,1.6724701424058412,-1.3275298575941588,4.6724701424058415,False,1.6724584219639487,-1.3275415780360513,4.672458421963949,False,0.0,False,0.5790413579639577,-0.4928675912325585,1.70744349838573,False,False,-1.2909944487358054,False,0,0.2787450237343069,0.27874307032732476,1.848482542797437,False
quality,SEG-88811,2025-04-08,1,1.6706662957341805,-1.3293337042658195,4.670666295734181,False,1.6706532533442706,-1.3293467466557294,4.670653253344271,False,0.0,False,1.210450376851086,0.14592591384928247,2.2826243635660712,False,False,-0.4375949744936836,False,0,0.11177771595569674,0.11177554222404511,0.6611482326734255,False
quality,SEG-88811,2025-04-15,2,1.665715583050852,-1.334284416949148,4.6657155830508525,False,1.6657017018171683,-1.3342982981828317,4.665701701817168,False,0.0,False,1.9720574039160426,0.8377950827879121,3.036604126010359,False,False,0.9045340337332908,False,0,0.05571406949152465,0.05571638303047196,1.0159644862552875,False
quality,SEG-88811,2025-04-22,3,1.6574288529326122,-1.3425711470673878,4.657428852932612,False,1.6574146681510964,-1.3425853318489036,4.657414668151096,False,0.0,False,2.1566839467727545,1.1370678790685793,3.336162978119649,False,False,1.8962448894726291,False,0,0.22376185784456462,0.22376422197481727,2.3437709692920112,False
quality,SEG-88811,2025-04-29,1,1.6456889343202359,-1.3543110656797641,4.645688934320236,False,1.645675019059127,-1.354324980940873,4.6456750190591265,False,-2.220446049250313e-16,False,1.6502159809752706,0.5961849980920335,2.6700520884952543,False,False,-0.5773502691896256,False,0,0.10761482238670599,0.10761250317652116,0.7925775947528528,False
