target_type,insight_type,target_key,week_start,count,mu_hat,pi_low,pi_high,is_anom
account,behavior,ACC-35601,2024-09-03,1,0.35558302497767796,0.0,3.0,False
account,behavior,ACC-35601,2024-09-10,2,0.37960479534898767,0.0,3.0,False
account,behavior,ACC-35601,2024-09-17,0,0.40577639801862986,0.0,3.0,False
account,behavior,ACC-35601,2024-09-24,0,0.43395305433293263,0.0,3.0,False
account,behavior,ACC-35601,2024-10-01,2,0.46390933560446723,0.0,3.0,False
account,behavior,ACC-35601,2024-10-08,0,0.4953290600024489,0.0,3.0,False
account,behavior,ACC-35601,2024-10-15,0,0.5277989199270143,0.0,3.0,False
account,behavior,ACC-35601,2024-10-22,0,0.5608074320362298,0.0,4.0,False
account,behavior,ACC-35601,2024-10-29,0,0.5937506610478925,0.0,4.0,False
account,behavior,ACC-35601,2024-11-05,0,0.6259457814749321,0.0,4.0,False
account,behavior,ACC-35601,2024-11-12,0,0.6566528977867601,0.0,4.0,False
account,behavior,ACC-35601,2024-11-19,0,0.6851046798491086,0.0,4.0,False
account,behavior,ACC-35601,2024-11-26,0,0.7105423775359044,0.0,4.0,False
account,behavior,ACC-35601,2024-12-03,0,0.7322557950446094,0.0,4.0,False
account,behavior,ACC-35601,2024-12-10,1,0.7496239991006411,0.0,4.0,False
account,behavior,ACC-35601,2024-12-17,2,0.7621530699573178,0.0,4.0,False
account,behavior,ACC-35601,2024-12-24,0,0.7695072030168935,0.0,4.0,False
account,behavior,ACC-35601,2024-12-31,2,0.7715299806975187,0.0,4.0,False
account,behavior,ACC-35601,2025-01-07,0,0.7682536137688011,0.0,4.0,False
account,behavior,ACC-35601,2025-01-14,2,0.7598952620428853,0.0,4.0,False
account,behavior,ACC-35601,2025-01-21,1,0.746840982517941,0.0,4.0,False
account,behavior,ACC-35601,2025-01-28,0,0.7296191905540924,0.0,4.0,False
account,behavior,ACC-35601,2025-02-04,1,0.7088665516046976,0.0,4.0,False
account,behavior,ACC-35601,2025-02-11,0,0.6852898075549768,0.0,4.0,False
account,behavior,ACC-35601,2025-02-18,2,0.6596271320699344,0.0,4.0,False
account,behavior,ACC-35601,2025-02-25,2,0.6326122437439039,0.0,4.0,False
account,behavior,ACC-35601,2025-03-04,1,0.6049437968258022,0.0,4.0,False
account,behavior,ACC-35601,2025-03-11,0,0.5772616698004273,0.0,4.0,False
account,behavior,ACC-35601,2025-03-18,1,0.5501308399914948,0.0,3.0,False
account,behavior,ACC-35601,2025-03-25,0,0.5240327004465626,0.0,3.0,False
account,behavior,ACC-35601,2025-04-01,0,0.49936303285293315,0.0,3.0,False
account,behavior,ACC-35601,2025-04-08,0,0.47643543701679375,0.0,3.0,False
account,behavior,ACC-35601,2025-04-15,0,0.4554888295045994,0.0,3.0,False
account,behavior,ACC-35601,2025-04-22,0,0.436697625764807,0.0,3.0,False
account,behavior,ACC-35601,2025-04-29,1,0.4201833588127394,0.0,3.0,False
account,behavior,ACC-35601,2025-05-06,0,0.40602670707594585,0.0,3.0,False
account,behavior,ACC-35601,2025-05-13,0,0.3942791539918149,0.0,3.0,False
account,behavior,ACC-35601,2025-05-20,0,0.3849737436344571,0.0,3.0,False
account,behavior,ACC-35601,2025-05-27,1,0.3781346043766134,0.0,3.0,False
account,behavior,ACC-35601,2025-06-03,1,0.3737850728069683,0.0,3.0,False
account,behavior,ACC-35601,2025-06-10,1,0.37195435881903954,0.0,3.0,False
account,behavior,ACC-35601,2025-06-17,0,0.37268275254262256,0.0,3.0,False
account,behavior,ACC-35601,2025-06-24,0,0.37602539108859545,0.0,3.0,False
account,behavior,ACC-35601,2025-07-01,0,0.38205458633464395,0.0,3.0,False
account,behavior,ACC-35601,2025-07-08,0,0.3908606733655951,0.0,3.0,False
account,behavior,ACC-35601,2025-07-15,0,0.40255128222279357,0.0,3.0,False
account,behavior,ACC-35601,2025-07-22,0,0.41724887337062255,0.0,3.0,False
account,behavior,ACC-35601,2025-07-29,0,0.4350863208819772,0.0,3.0,False
account,behavior,ACC-35601,2025-08-05,0,0.45620028958894066,0.0,3.0,False
account,behavior,ACC-35601,2025-08-12,2,0.48072214820997944,0.0,3.0,False
account,behavior,ACC-35601,2025-08-19,0,0.5087662064576223,0.0,3.0,False
account,behavior,ACC-35601,2025-08-26,2,0.5404151776982337,0.0,3.0,False
account,behavior,ACC-40624,2024-09-03,2,0.6152592404445424,0.0,4.0,False
account,behavior,ACC-40624,2024-09-10,3,0.6778044413707534,0.0,4.0,False
account,behavior,ACC-40624,2024-09-17,0,0.7425025509416133,0.0,4.0,False
account,behavior,ACC-40624,2024-09-24,0,0.8080699978251236,0.0,4.0,False
account,behavior,ACC-40624,2024-10-01,0,0.8729898129278809,0.0,5.0,False
account,behavior,ACC-40624,2024-10-08,0,0.9355709496311431,0.0,5.0,False
account,behavior,ACC-40624,2024-10-15,0,0.9940329204064798,0.0,5.0,False
account,behavior,ACC-40624,2024-10-22,0,1.0466103176270136,0.0,5.0,False
account,behavior,ACC-40624,2024-10-29,1,1.0916681229089324,0.0,5.0,False
account,behavior,ACC-40624,2024-11-05,0,1.1278160301766542,0.0,5.0,False
account,behavior,ACC-40624,2024-11-12,1,1.1540089872282593,0.0,5.0,False
account,behavior,ACC-40624,2024-11-19,2,1.1696221795116863,0.0,5.0,False
account,behavior,ACC-40624,2024-11-26,5,1.1744916912620433,0.0,5.0,False
account,behavior,ACC-40624,2024-12-03,0,1.1689165869694265,0.0,5.0,False
account,behavior,ACC-40624,2024-12-10,0,1.15362332150489,0.0,5.0,False
account,behavior,ACC-40624,2024-12-17,2,1.1296982351966298,0.0,5.0,False
account,behavior,ACC-40624,2024-12-24,2,1.0984975521765967,0.0,5.0,False
account,behavior,ACC-40624,2024-12-31,0,1.0615462168541618,0.0,5.0,False
account,behavior,ACC-40624,2025-01-07,0,1.02043692796074,0.0,5.0,False
account,behavior,ACC-40624,2025-01-14,2,0.976739113351212,0.0,5.0,False
account,behavior,ACC-40624,2025-01-21,1,0.9319248650635515,0.0,5.0,False
account,behavior,ACC-40624,2025-01-28,1,0.8873156722037447,0.0,5.0,False
account,behavior,ACC-40624,2025-02-04,1,0.8440507515930973,0.0,4.0,False
account,behavior,ACC-40624,2025-02-11,0,0.803075323198062,0.0,4.0,False
account,behavior,ACC-40624,2025-02-18,2,0.7651455376901849,0.0,4.0,False
account,behavior,ACC-40624,2025-02-25,1,0.7308459650258868,0.0,4.0,False
account,behavior,ACC-40624,2025-03-04,0,0.7006154751416678,0.0,4.0,False
account,behavior,ACC-40624,2025-03-11,0,0.6747777833305012,0.0,4.0,False
account,behavior,ACC-40624,2025-03-18,1,0.6535736736606754,0.0,4.0,False
account,behavior,ACC-40624,2025-03-25,1,0.6371927600058058,0.0,4.0,False
account,behavior,ACC-40624,2025-04-01,0,0.6258034513067707,0.0,4.0,False
account,behavior,ACC-40624,2025-04-08,0,0.6195804653553025,0.0,4.0,False
account,behavior,ACC-40624,2025-04-15,1,0.6187297404843968,0.0,4.0,False
account,behavior,ACC-40624,2025-04-22,2,0.6235109176759236,0.0,4.0,False
account,behavior,ACC-40624,2025-04-29,1,0.6342577169824657,0.0,4.0,False
account,behavior,ACC-40624,2025-05-06,0,0.6513965297110816,0.0,4.0,False
account,behavior,ACC-40624,2025-05-13,0,0.6754634088038233,0.0,4.0,False
account,behavior,ACC-40624,2025-05-20,1,0.7071193765899862,0.0,4.0,False
account,behavior,ACC-40624,2025-05-27,1,0.7471635883664148,0.0,4.0,False
account,behavior,ACC-40624,2025-06-03,0,0.7965433961917702,0.0,4.0,False
account,behavior,ACC-40624,2025-06-10,0,0.8563597573120741,0.0,4.0,False
account,behavior,ACC-40624,2025-06-17,1,0.9278657455908664,0.0,5.0,False
account,behavior,ACC-40624,2025-06-24,2,1.012455196009221,0.0,5.0,False
account,behavior,ACC-40624,2025-07-01,0,1.1116378226662438,0.0,5.0,False
account,behavior,ACC-40624,2025-07-08,0,1.2269966301270854,0.0,6.0,False
account,behavior,ACC-40624,2025-07-15,3,1.3601232735856927,0.0,6.0,False
account,behavior,ACC-40624,2025-07-22,2,1.5125274552464518,0.0,6.0,False
account,behavior,ACC-40624,2025-07-29,1,1.6855177430667372,0.0,7.0,False
account,behavior,ACC-40624,2025-08-05,3,1.8800536157916552,0.0,7.0,False
account,behavior,ACC-48555,2024-09-03,3,2.7215123322831047,0.0,10.0,False
account,behavior,ACC-48555,2024-09-10,1,2.754711792612278,0.0,10.0,False
account,behavior,ACC-48555,2024-09-17,0,2.7960672719319373,0.0,10.0,False
account,behavior,ACC-48555,2024-09-24,7,2.84493993138198,0.0,11.0,False
account,behavior,ACC-48555,2024-10-01,1,2.9005857129517434,0.0,11.0,False
account,behavior,ACC-48555,2024-10-08,4,2.9621399108297157,0.0,11.0,False
account,behavior,ACC-48555,2024-10-15,5,3.0286042295894826,0.0,11.0,False
account,behavior,ACC-48555,2024-10-22,5,3.098837938938177,0.0,11.0,False
account,behavior,ACC-48555,2024-10-29,2,3.1715548042556634,0.0,11.0,False
account,behavior,ACC-48555,2024-11-05,4,3.2453274208938896,0.0,12.0,False
account,behavior,ACC-48555,2024-11-12,4,3.318600370689629,0.0,12.0,False
account,behavior,ACC-48555,2024-11-19,1,3.3897132241793315,0.0,12.0,False
account,behavior,ACC-48555,2024-11-26,3,3.456933822845245,0.0,12.0,False
account,behavior,ACC-48555,2024-12-03,6,3.518501509521166,0.0,12.0,False
account,behavior,ACC-48555,2024-12-10,4,3.5726790798229926,0.0,13.0,False
account,behavior,ACC-48555,2024-12-17,1,3.617811282419581,0.0,13.0,False
account,behavior,ACC-48555,2024-12-24,3,3.652386806242588,0.0,13.0,False
account,behavior,ACC-48555,2024-12-31,3,3.675099977457219,0.0,13.0,False
account,behavior,ACC-48555,2025-01-07,1,3.684907963985051,0.0,13.0,False
account,behavior,ACC-48555,2025-01-14,4,3.681079242917419,0.0,13.0,False
account,behavior,ACC-48555,2025-01-21,1,3.6632294759089485,0.0,13.0,False
account,behavior,ACC-48555,2025-01-28,2,3.631341752564848,0.0,13.0,False
account,behavior,ACC-48555,2025-02-04,3,3.5857693333516267,0.0,13.0,False
account,behavior,ACC-48555,2025-02-11,15,3.5272204278110433,0.0,12.0,True
account,behavior,ACC-48555,2025-02-18,0,3.4567260188154125,0.0,12.0,False
account,behavior,ACC-48555,2025-02-25,1,3.375593114097623,0.0,12.0,False
account,behavior,ACC-48555,2025-03-04,4,3.285346912014054,0.0,12.0,False
account,behavior,ACC-48555,2025-03-11,6,3.187666089264185,0.0,11.0,False
account,behavior,ACC-48555,2025-03-18,5,3.084315691424351,0.0,11.0,False
account,behavior,ACC-48555,2025-03-25,5,2.977081933850553,0.0,11.0,False
account,behavior,ACC-48555,2025-04-01,3,2.867712660571762,0.0,11.0,False
account,behavior,ACC-48555,2025-04-08,2,2.757866365796558,0.0,10.0,False
account,behavior,ACC-48555,2025-04-15,1,2.649071683364488,0.0,10.0,False
account,behavior,ACC-48555,2025-04-22,2,2.5426982222218366,0.0,10.0,False
account,behavior,ACC-48555,2025-04-29,1,2.439938682119969,0.0,9.0,False
account,behavior,ACC-48555,2025-05-06,1,2.341801404922652,0.0,9.0,False
account,behavior,ACC-48555,2025-05-13,0,2.2491119496748126,0.0,9.0,False
account,behavior,ACC-48555,2025-05-20,4,2.162521936266133,0.0,9.0,False
account,behavior,ACC-48555,2025-05-27,2,2.082523267241677,0.0,8.0,False
account,behavior,ACC-48555,2025-06-03,1,2.009465874692261,0.0,8.0,False
account,behavior,ACC-48555,2025-06-10,0,1.9435773036694626,0.0,8.0,False
account,behavior,ACC-48555,2025-06-17,3,1.8849826878444003,0.0,8.0,False
account,behavior,ACC-48555,2025-06-24,5,1.8337239542386174,0.0,8.0,False
account,behavior,ACC-48555,2025-07-01,2,1.7897773772137326,0.0,7.0,False
